group,id,year,value,coverage,x,y,log,mean,PM2.5mean,popdensity,T,P,VP,long,lat,alt,longs,lats,alts,Ps,Ts,pds,VPs
ES1800A_2021,ES1800A,2021,107.093,99.73,343543.4315,4196512.4,4.673697616,22.152,NA,97.60798,18.00833333,29.96666667,13.075,-4.7796,37.9027,152,-0.422420323,-1.549051934,-0.555677898,-0.986277309,1.357414365,1.352585297,0.941003877
NA,ES1821A,2021,NA,NA,255020.1806,4069518.429,NA,NA,NA,97.60798,18.01666667,39.44166667,14.26666667,-5.7437,36.7398,216,-0.747415561,-2.11095284,-0.356780535,-0.692226295,1.361217629,1.352585297,1.655443472
NA,ES1822A,2021,NA,NA,274122.5005,4075065.949,NA,NA,NA,97.60798,18.01666667,39.44166667,14.26666667,-5.5316,36.7945,390,-0.675917283,-2.084522382,0.18397167,-0.692226295,1.361217629,1.352585297,1.655443472
ES1845A_2021,ES1845A,2021,109.843,97.81,598288.7775,4095087.572,4.699052074,24.717,7.33,97.60798,18.26666667,22.21666667,14,-1.8954,36.9968,5,0.549834907,-1.986773174,-1.012520278,-1.22679397,1.475315467,1.352585297,1.495568876
ES1860A_2021,ES1860A,2021,74.278,98.9,231794.4744,4160776.994,4.307814811,16.63,NA,97.60798,17.30833333,35.44166667,12.58333333,-6.0362,37.555,1,-0.84601644,-1.717056874,-1.024951363,-0.816363926,1.03794042,1.352585297,0.646235091
ES1878A_2021,ES1878A,2021,76.083,89.86,182329.8122,4102621.719,4.33182485,23.141,14.842,97.60798,18.91666667,31.325,14.33333333,-6.5704,37.0161,22,-1.026093669,-1.97744762,-0.959688166,-0.944122238,1.771969844,1.352585297,1.695412117
ES1897A_2021,ES1897A,2021,72.987,96.16,360609.876,4065812.712,4.290281343,21.359,8.56,97.60798,16.78333333,35.09166667,12.425,-4.561,36.7278,55,-0.348730914,-2.116751112,-0.857131714,-0.827225969,0.798334961,1.352585297,0.551309553
ES1924A_2021,ES1924A,2021,159.66,98.9,446721.2842,4113422.829,5.073046554,25.476,13.646,97.60798,15.40833333,30,10.94166667,-3.6001,37.1657,666,-0.024814386,-1.905162492,1.041716546,-0.985242829,0.170796855,1.352585297,-0.337992876
ES1972A_2021,ES1972A,2021,65.305,91.78,342094.3474,4222049.656,4.179068603,15.205,NA,97.60798,16.3,37.70833333,11.63333333,-4.8017,38.1325,685,-0.429870167,-1.438015019,1.100764201,-0.746019268,0.57774581,1.352585297,0.076681849
ES1973A_2021,ES1973A,2021,193.365,81.92,444994.8336,4110094.559,5.264579595,34.114,NA,97.60798,15.40833333,30,10.94166667,-3.6193,37.1356,684,-0.031286649,-1.919706491,1.09765643,-0.985242829,0.170796855,1.352585297,-0.337992876
,,2021,NA,NA,303116.5847,4235947.615,NA,NA,NA,97.60798,16.16666667,37.69166667,11.44166667,-5.25,38.25,528,-0.580990762,-1.38124027,0.612844108,-0.746536508,0.516893632,1.352585297,-0.038228012
,,2021,NA,NA,346872.1199,4235001.643,NA,NA,NA,97.60798,17.4,34.30833333,12.375,-4.75,38.25,671,-0.412442251,-1.38124027,1.057255403,-0.851536255,1.079776295,1.352585297,0.521333066
,,2021,NA,NA,125511.5303,4186589.607,NA,NA,NA,97.60798,17.725,33.425,13.13333333,-7.25,37.75,204,-1.255184805,-1.622834949,-0.394073791,-0.878949982,1.228103484,1.352585297,0.975976442
,,2021,NA,NA,169585.9004,4184702.726,NA,NA,NA,97.60798,17.21666667,36.4,12.58333333,-6.75,37.75,241,-1.086636294,-1.622834949,-0.279086253,-0.786622618,0.996104549,1.352585297,0.646235091
,,2021,NA,NA,213653.9445,4183052.576,NA,NA,NA,97.60798,17.30833333,35.44166667,12.58333333,-6.25,37.75,263,-0.918087783,-1.622834949,-0.210715285,-0.816363926,1.03794042,1.352585297,0.646235091
,,2021,NA,NA,257716.4976,4181638.81,NA,NA,NA,97.60798,17.70833333,33.10833333,12.88333333,-5.75,37.75,232,-0.749539273,-1.622834949,-0.307056195,-0.888777544,1.22049696,1.352585297,0.82609401
,,2021,NA,NA,301774.3983,4180461.128,NA,NA,NA,97.60798,17.9,31.325,13.09166667,-5.25,37.75,80,-0.580990762,-1.622834949,-0.779437431,-0.944122238,1.30797197,1.352585297,0.950996041
,,2021,NA,NA,123000.2472,4131078.529,NA,NA,NA,97.60798,18.525,31.51666667,14.03333333,-7.25,37.25,43,-1.255184805,-1.864429629,-0.894424969,-0.938173977,1.593216564,1.352585297,1.515553198
,,2021,NA,NA,167371.3217,4129200.426,NA,NA,NA,97.60798,18.91666667,31.325,14.33333333,-6.75,37.25,90,-1.086636294,-1.864429629,-0.748359718,-0.944122238,1.771969844,1.352585297,1.695412117
,,2021,NA,NA,211735.5976,4127557.97,NA,NA,NA,97.60798,18.975,32.375,14.56666667,-6.25,37.25,18,-0.918087783,-1.864429629,-0.972119251,-0.91153611,1.798592672,1.352585297,1.835302391
,,2021,NA,NA,256093.973,4126150.807,NA,NA,NA,97.60798,18.68333333,33.64166667,14.2,-5.75,37.25,54,-0.749539273,-1.864429629,-0.860239485,-0.87222586,1.665478526,1.352585297,1.615474822
,,2021,NA,NA,300447.3499,4124978.633,NA,NA,NA,97.60798,17.75833333,35.66666667,13.3,-5.25,37.25,173,-0.580990762,-1.864429629,-0.490414701,-0.809381184,1.243316527,1.352585297,1.075898066
,,2021,NA,NA,209839.2488,4072066.552,NA,NA,NA,97.60798,19.00833333,33.25,15.39166667,-6.25,36.75,27,-0.918087783,-2.106024308,-0.94414931,-0.884381003,1.813805715,1.352585297,2.329914417
,,2021,NA,NA,254490.0669,4070666.42,NA,NA,NA,97.60798,18.01666667,39.44166667,14.26666667,-5.75,36.75,185,-0.749539273,-2.106024308,-0.453121445,-0.692226295,1.361217629,1.352585297,1.655443472
,,2021,NA,NA,299135.5379,4069500.112,NA,NA,NA,97.60798,15.69166667,46.69166667,12.01666667,-5.25,36.75,721,-0.580990762,-2.106024308,1.212643968,-0.467226838,0.30010774,1.352585297,0.306501582
,,2021,NA,NA,252904.8984,4015185.632,NA,NA,NA,97.60798,18.20833333,42.825,14.8,-5.75,36.25,46,-0.749539273,-2.347618988,-0.885101655,-0.587226548,1.448692635,1.352585297,1.975192659
,,2021,NA,NA,346872.1199,4235001.643,NA,NA,NA,97.60798,16.3,37.70833333,11.63333333,-4.75,38.25,671,-0.412442251,-1.38124027,1.057255403,-0.746019268,0.57774581,1.352585297,0.076681849
,,2021,NA,NA,390624.9072,4234292.336,NA,NA,NA,97.60798,16.64166667,35.05,11.90833333,-4.25,38.25,674,-0.24389374,-1.38124027,1.066578717,-0.828519069,0.733679523,1.352585297,0.241552524
,,2021,NA,NA,434375.7304,4233819.546,NA,NA,NA,97.60798,16.95833333,34.13333333,12.4,-3.75,38.25,520,-0.075345229,-1.38124027,0.587981938,-0.856967276,0.878203447,1.352585297,0.53632131
,,2021,NA,NA,478125.3745,4233583.176,NA,NA,NA,97.60798,16.425,33.94166667,12,-3.25,38.25,582,0.093203281,-1.38124027,0.780663758,-0.862915538,0.634794729,1.352585297,0.296509418
,,2021,NA,NA,521874.6255,4233583.176,NA,NA,NA,97.60798,14.05833333,41.70833333,10.54166667,-2.75,38.25,1004,0.261751792,-1.38124027,2.092143243,-0.621881637,-0.445331468,1.352585297,-0.577804768
,,2021,NA,NA,345828.4885,4179519.281,NA,NA,NA,97.60798,18.00833333,29.96666667,13.075,-4.75,37.75,265,-0.412442251,-1.622834949,-0.204499742,-0.986277309,1.357414365,1.352585297,0.941003877
,,2021,NA,NA,389879.6123,4178813.069,NA,NA,NA,97.60798,17.65,30.88333333,12.725,-4.25,37.75,305,-0.24389374,-1.622834949,-0.08018889,-0.957829102,1.193874133,1.352585297,0.731168471
,,2021,NA,NA,433928.6158,4178342.344,NA,NA,NA,97.60798,16.5,33.69166667,11.85,-3.75,37.75,513,-0.075345229,-1.622834949,0.566227539,-0.87067414,0.66902408,1.352585297,0.206579959
,,2021,NA,NA,477976.3467,4178107.007,NA,NA,NA,97.60798,15.98333333,34.00833333,11.50833333,-3.25,37.75,717,0.093203281,-1.622834949,1.200212882,-0.860846577,0.433221881,1.352585297,0.001740633
,,2021,NA,NA,522023.6533,4178107.007,NA,NA,NA,97.60798,14.16666667,39.81666667,10.55833333,-2.75,37.75,973,0.261751792,-1.622834949,1.995802333,-0.680588392,-0.395889069,1.352585297,-0.56781261
,,2021,NA,NA,566071.3842,4178342.344,NA,NA,NA,97.60798,13.88333333,41.78333333,10.44166667,-2.25,37.75,1168,0.430300303,-1.622834949,2.601817735,-0.619554056,-0.525199954,1.352585297,-0.637757741
,,2021,NA,NA,344796.6332,4124041.197,NA,NA,NA,97.60798,17.275,36.15,12.76666667,-4.75,37.25,401,-0.412442251,-1.864429629,0.218157154,-0.79438122,1.022727376,1.352585297,0.756148879
,,2021,NA,NA,389142.7299,4123338.296,NA,NA,NA,97.60798,15.8,36.13333333,11.34166667,-4.25,37.25,553,-0.24389374,-1.864429629,0.69053839,-0.794898461,0.349550135,1.352585297,-0.098180985
,,2021,NA,NA,433486.5493,4122869.78,NA,NA,NA,97.60798,15.40833333,30,10.94166667,-3.75,37.25,613,-0.075345229,-1.864429629,0.877004668,-0.985242829,0.170796855,1.352585297,-0.337992876
,,2021,NA,NA,477829.0017,4122635.547,NA,NA,NA,97.60798,12.51666667,44.61666667,9.466666667,-3.25,37.25,1160,0.093203281,-1.864429629,2.576955565,-0.531623234,-1.148934796,1.352585297,-1.222299228
,,2021,NA,NA,522170.9983,4122635.547,NA,NA,NA,97.60798,13.275,42.75833333,10.05,-2.75,37.25,1900,0.261751792,-1.864429629,4.876706322,-0.589295509,-0.802838024,1.352585297,-0.872573553
,,2021,NA,NA,566513.4507,4122869.78,NA,NA,NA,97.60798,15.9,31.54166667,12.00833333,-2.25,37.25,922,0.430300303,-1.864429629,1.837305997,-0.937398117,0.39518927,1.352585297,0.301505497
,,2021,NA,NA,343776.6303,4068567.372,NA,NA,NA,97.60798,17.05,40.94166667,12.91666667,-4.75,36.75,129,-0.412442251,-2.106024308,-0.627156638,-0.645674683,0.920039323,1.352585297,0.846078338
,,2021,NA,NA,388414.3146,4067867.996,NA,NA,NA,97.60798,16.78333333,35.09166667,12.425,-4.25,36.75,294,-0.24389374,-2.106024308,-0.114374375,-0.827225969,0.798334961,1.352585297,0.551309553
,,2021,NA,NA,433049.5634,4067401.831,NA,NA,NA,97.60798,15.96666667,30.04166667,11.76666667,-3.75,36.75,180,-0.075345229,-2.106024308,-0.468660302,-0.983949728,0.425615362,1.352585297,0.15661915
,,2021,NA,NA,522316.6497,4067168.773,NA,NA,NA,97.60798,16.66666667,25.11666667,12.75833333,-2.75,36.75,49,0.261751792,-2.106024308,-0.875778341,-1.136794187,0.745089307,1.352585297,0.751152794
NA,ES0001R,2021,NA,NA,383952.7681,4378340.473,NA,NA,NA,25.79913,15.125,38.85,11.09166667,-4.3506,39.5469,917,-0.277805701,-0.75459199,1.821767141,-0.710588319,0.041485974,1.036178033,-0.248063417
NA,ES0009R,2021,NA,NA,488065.3343,4569206.38,NA,NA,NA,25.79913,11.05833333,59.33333333,8.416666667,-3.1425,41.2742,1360,0.129441211,0.08002099,3.198509824,-0.074900199,-1.814505518,1.036178033,-1.851805444
ES1279A_2021,ES1279A,2021,98.708,98.63,405314.4731,4282050.966,4.592165997,28.901,NA,25.79913,15.50833333,38.79166667,11.29166667,-4.0886,38.682,685,-0.189486281,-1.172502467,1.100764201,-0.71239866,0.21643599,1.036178033,-0.128157471
ES1365A_2021,ES1365A,2021,204.042,94.79,403306.9779,4284372.473,5.318325855,26.213,NA,25.79913,15.50833333,38.79166667,11.29166667,-4.112,38.7027,685,-0.197374351,-1.162500447,1.100764201,-0.71239866,0.21643599,1.036178033,-0.128157471
ES1535A_2021,ES1535A,2021,118.833,94.79,599429.0332,4315106.064,4.777719146,30.401,8.732,25.79913,14.69166667,38.00833333,10.775,-1.8521,38.9793,686,0.564431208,-1.02885027,1.103871972,-0.736708946,-0.15628361,1.036178033,-0.4379145
ES1537A_2021,ES1537A,2021,188,94.52,485487.7287,4497676.824,5.236441963,29.607,NA,25.79913,13.925,44.60833333,9.808333333,-3.1716,40.6298,700,0.119631688,-0.231346233,1.14738077,-0.531881854,-0.506183646,1.036178033,-1.017459905
ES1818A_2021,ES1818A,2021,148.125,95.07,412696.5629,4413616.336,4.998056512,23.009,11.713,25.79913,15.125,38.85,11.09166667,-4.0208,39.8681,500,-0.166631103,-0.599391568,0.525826512,-0.710588319,0.041485974,1.036178033,-0.248063417
ES1857A_2021,ES1857A,2021,169.167,89.86,418786.518,4316517.896,5.130886393,25.412,10.456,25.79913,15.50833333,38.79166667,11.29166667,-3.9378,38.9939,635,-0.13865205,-1.021795706,0.945375636,-0.71239866,0.21643599,1.036178033,-0.128157471
ES1858A_2021,ES1858A,2021,123.708,96.99,574221.9195,4434990.371,4.81792395,22.622,NA,25.79913,12.66666667,51.01666667,9.533333333,-2.1297,40.0619,948,0.470853075,-0.50574947,1.918108051,-0.333003024,-1.080476094,1.036178033,-1.18233058
ES1859A_2021,ES1859A,2021,100.333,94.25,342351.6648,4424793.313,4.608494654,24.068,NA,25.79913,15.25,35.96666667,10.98333333,-4.8457,39.9586,369,-0.444702436,-0.555662931,0.118708472,-0.800070862,0.098534892,1.036178033,-0.313012475
ES1963A_2021,ES1963A,2021,128.167,94.52,429035.7754,4441319.732,4.853334101,30.624,NA,25.79913,15.50833333,36.15,10.59166667,-3.8328,40.1192,548,-0.103256863,-0.47806272,0.674999534,-0.79438122,0.21643599,1.036178033,-0.547828281
,,2021,NA,NA,351162.846,4456974.254,NA,NA,NA,25.79913,13.63333333,41.65,9.7,-4.75,40.25,498,-0.412442251,-0.414861552,0.519610969,-0.623691977,-0.639297792,1.036178033,-1.082408958
,,2021,NA,NA,393689.1004,4456254.731,NA,NA,NA,25.79913,15.25,33.45,10.6,-4.25,40.25,471,-0.24389374,-0.414861552,0.435701144,-0.878174122,0.098534892,1.036178033,-0.542832202
,,2021,NA,NA,521261.9091,4455535.345,NA,NA,NA,25.79913,13.99166667,44.51666667,10.46666667,-2.75,40.25,787,0.261751792,-0.414861552,1.417756873,-0.534726675,-0.475757555,1.036178033,-0.622769498
,,2021,NA,NA,563785.9981,4455775.125,NA,NA,NA,25.79913,12.66666667,51.01666667,9.533333333,-2.25,40.25,1162,0.430300303,-0.414861552,2.583171108,-0.333003024,-1.080476094,1.036178033,-1.18233058
,,2021,NA,NA,606310.8996,4456254.731,NA,NA,NA,25.79913,10.15833333,64.29166667,7.441666667,-1.75,40.25,1433,0.598848814,-0.414861552,3.425377128,0.07897874,-2.225257733,1.036178033,-2.436346929
,,2021,NA,NA,606310.8996,4456254.731,NA,NA,NA,25.79913,10.15833333,64.29166667,7.441666667,-1.75,40.25,1433,0.598848814,-0.414861552,3.425377128,0.07897874,-2.225257733,1.036178033,-2.436346929
,,2021,NA,NA,478895.3647,4511035.349,NA,NA,NA,25.79913,13.925,44.60833333,9.808333333,-3.25,40.75,781,0.093203281,-0.173266872,1.399110245,-0.531881854,-0.506183646,1.036178033,-1.017459905
,,2021,NA,NA,521104.6353,4511035.349,NA,NA,NA,25.79913,12.95833333,48,9.216666667,-2.75,40.75,1029,0.261751792,-0.173266872,2.169837526,-0.426623487,-0.947361953,1.036178033,-1.372181661
,,2021,NA,NA,563314.1471,4511275.799,NA,NA,NA,25.79913,11.44166667,54.35,8.141666667,-2.25,40.75,1143,0.430300303,-0.173266872,2.524123453,-0.229554998,-1.639555498,1.036178033,-2.016676119
,,2021,NA,NA,605524.3817,4511756.745,NA,NA,NA,25.79913,10.3,60.75,7.466666667,-1.75,40.75,1244,0.598848814,-0.173266872,2.838008354,-0.030934787,-2.160602291,1.036178033,-2.421358686
,,2021,NA,NA,479054.2532,4566540.167,NA,NA,NA,25.79913,11.05833333,59.33333333,8.416666667,-3.25,41.25,1359,0.093203281,0.068327807,3.195402052,-0.074900199,-1.814505518,1.036178033,-1.851805444
,,2021,NA,NA,520945.7468,4566540.167,NA,NA,NA,25.79913,11.96666667,48.98333333,8.758333333,-2.75,41.25,1081,0.261751792,0.068327807,2.331441633,-0.39610632,-1.399950039,1.036178033,-1.64696612
,,2021,NA,NA,350072.8927,4401474.594,NA,NA,NA,25.79913,15.25,35.96666667,10.98333333,-4.75,39.75,616,-0.412442251,-0.656456231,0.886327982,-0.800070862,0.098534892,1.036178033,-0.313012475
,,2021,NA,NA,392910.713,4400757.298,NA,NA,NA,25.79913,15.125,38.85,11.09166667,-4.25,39.75,677,-0.24389374,-0.656456231,1.075902031,-0.710588319,0.041485974,1.036178033,-0.248063417
,,2021,NA,NA,435747.0297,4400279.179,NA,NA,NA,25.79913,15.275,38.35,11.21666667,-3.75,39.75,670,-0.075345229,-0.656456231,1.054147632,-0.726105523,0.109944676,1.036178033,-0.173122201
,,2021,NA,NA,478582.4436,4400040.142,NA,NA,NA,25.79913,14.98333333,40.76666667,11.06666667,-3.25,39.75,707,0.093203281,-0.656456231,1.169135169,-0.651105704,-0.023169469,1.036178033,-0.26305166
,,2021,NA,NA,521417.5564,4400040.142,NA,NA,NA,25.79913,14.3,43.91666667,10.625,-2.75,39.75,852,0.261751792,-0.656456231,1.619762007,-0.553347319,-0.33503689,1.036178033,-0.527843959
,,2021,NA,NA,564252.9703,4400279.179,NA,NA,NA,25.79913,13.66666667,46.18333333,10.15833333,-2.25,39.75,883,0.430300303,-0.656456231,1.716102917,-0.483002662,-0.624084744,1.036178033,-0.807624501
,,2021,NA,NA,607089.287,4400757.298,NA,NA,NA,25.79913,13.18333333,48.55833333,9.858333333,-1.75,39.75,948,0.598848814,-0.656456231,1.918108051,-0.409295943,-0.844673899,1.036178033,-0.987483418
,,2021,NA,NA,392140.5137,4345264.432,NA,NA,NA,25.79913,14.86666667,39.25833333,10.8,-4.25,39.25,605,-0.24389374,-0.898050911,0.852142498,-0.697915936,-0.076415124,1.036178033,-0.422926257
,,2021,NA,NA,435284.971,4344787.945,NA,NA,NA,25.79913,14.90833333,40.125,11.04166667,-3.75,39.25,769,-0.075345229,-0.898050911,1.36181699,-0.671019449,-0.05739882,1.036178033,-0.278039903
,,2021,NA,NA,478428.4341,4344549.725,NA,NA,NA,25.79913,15.39166667,36.625,11.3,-3.25,39.25,649,0.093203281,-0.898050911,0.988884434,-0.779639877,0.163190335,1.036178033,-0.123161392
,,2021,NA,NA,521571.5659,4344549.725,NA,NA,NA,25.79913,14.84166667,39.475,10.86666667,-2.75,39.25,694,0.261751792,-0.898050911,1.128734143,-0.691191814,-0.087824907,1.036178033,-0.382957606
,,2021,NA,NA,564715.029,4344787.945,NA,NA,NA,25.79913,14.61666667,41.575,10.66666667,-2.25,39.25,719,0.430300303,-0.898050911,1.206428425,-0.626019558,-0.190512961,1.036178033,-0.502863552
,,2021,NA,NA,607859.4863,4345264.432,NA,NA,NA,25.79913,14.73333333,38.91666667,10.79166667,-1.75,39.25,681,0.598848814,-0.898050911,1.088333116,-0.708519359,-0.137267307,1.036178033,-0.427922336
,,2021,NA,NA,651005.5993,4345979.283,NA,NA,NA,25.79913,14.94166667,44.05,11.05,-1.25,39.25,714,0.767397324,-0.898050911,1.190889568,-0.549209398,-0.042185772,1.036178033,-0.273043824
,,2021,NA,NA,347927.45,4290488.305,NA,NA,NA,25.79913,16.10833333,34.88333333,11.44166667,-4.75,38.75,482,-0.412442251,-1.13964559,0.469886629,-0.833691471,0.4902708,1.036178033,-0.038228012
,,2021,NA,NA,391378.5596,4289776.118,NA,NA,NA,25.79913,15.50833333,38.79166667,11.29166667,-4.25,38.75,641,-0.24389374,-1.13964559,0.964022264,-0.71239866,0.21643599,1.036178033,-0.128157471
,,2021,NA,NA,434827.8599,4289301.407,NA,NA,NA,25.79913,15.53333333,36.90833333,11.40833333,-3.75,38.75,664,-0.075345229,-1.13964559,1.035501004,-0.770846795,0.227845773,1.036178033,-0.05821234
,,2021,NA,NA,478276.074,4289064.075,NA,NA,NA,25.79913,15.15,35.1,11.13333333,-3.25,38.75,784,0.093203281,-1.13964559,1.408433559,-0.826967349,0.052895757,1.036178033,-0.223083016
,,2021,NA,NA,521723.926,4289064.075,NA,NA,NA,25.79913,14.20833333,40.76666667,10.45833333,-2.75,38.75,976,0.261751792,-1.13964559,2.005125647,-0.651105704,-0.376872765,1.036178033,-0.627765583
,,2021,NA,NA,565172.1401,4289301.407,NA,NA,NA,25.79913,13.675,42.86666667,10.15833333,-2.25,38.75,1005,0.430300303,-1.13964559,2.095251015,-0.585933448,-0.620281484,1.036178033,-0.807624501
,,2021,NA,NA,608621.4404,4289776.118,NA,NA,NA,25.79913,14.69166667,38.00833333,10.775,-1.75,38.75,874,0.598848814,-1.13964559,1.688132975,-0.736708946,-0.15628361,1.036178033,-0.4379145
,,2021,NA,NA,652072.55,4290488.305,NA,NA,NA,25.79913,14.76666667,42.7,11.08333333,-1.25,38.75,793,0.767397324,-1.13964559,1.436403501,-0.591105849,-0.122054259,1.036178033,-0.253059502
,,2021,NA,NA,565624.2696,4233819.546,NA,NA,NA,25.79913,13.26666667,45.225,9.925,-2.25,38.25,1014,0.430300303,-1.38124027,2.123220956,-0.512743969,-0.806641284,1.036178033,-0.947514769
NA,ES1044A,2021,NA,NA,677222.4207,4615360.576,NA,NA,NA,27.54848,15.43333333,37.575,10.49166667,-0.8711,41.6703,195,0.895123386,0.271412295,-0.422043733,-0.750157189,0.182206638,1.043886095,-0.607781254
ES1047A_2021,ES1047A,2021,59.757,96.99,673526.9104,4613170.484,4.090286339,18.467,NA,27.54848,15.43333333,37.575,10.49166667,-0.9161,41.6514,212,0.87995402,0.262280016,-0.369211621,-0.750157189,0.182206638,1.043886095,-0.607781254
NA,ES1417A,2021,NA,NA,714551.5268,4668149.638,NA,NA,NA,27.54848,12.56666667,67.99166667,9.233333333,-0.4039,42.1361,488,1.052615114,0.496481898,0.488533256,0.19380605,-1.126115229,1.043886095,-1.362189499
NA,ES1418A,2021,NA,NA,654340.3079,4625106.65,NA,NA,NA,27.54848,15.43333333,37.575,10.49166667,-1.1433,41.7628,235,0.803365577,0.316107311,-0.297732881,-0.750157189,0.182206638,1.043886095,-0.607781254
NA,ES1421A,2021,NA,NA,660820.4734,4466815.63,NA,NA,NA,27.54848,11.34166667,56.85,8.05,-1.1067,40.3364,915,0.815703328,-0.373113991,1.815551598,-0.151968978,-1.685194633,1.043886095,-2.071633011
ES1641A_2021,ES1641A,2021,73.693,96.16,675444.28,4611428.443,4.299907815,24.3,9.31,27.54848,15.43333333,37.575,10.49166667,-0.8936,41.6353,220,0.887538703,0.254500667,-0.34434945,-0.750157189,0.182206638,1.043886095,-0.607781254
NA,ES1836A,2021,NA,NA,678065.7468,4612259.566,NA,NA,NA,27.54848,15.43333333,37.575,10.49166667,-0.8619,41.6422,198,0.898224679,0.257834674,-0.412720419,-0.750157189,0.182206638,1.043886095,-0.607781254
NA,ES1966A,2021,NA,NA,740439.5741,4548718.339,NA,NA,NA,27.54848,13.35833333,55.11666667,9.283333333,-0.1389,41.0542,340,1.141945825,-0.026280669,0.028583105,-0.205761952,-0.764805413,1.043886095,-1.332213012
NA,ES1984A,2021,NA,NA,736280.1715,4631236.627,NA,NA,NA,27.54848,15.43333333,37.575,10.49166667,-0.1561,41.7978,286,1.136147756,0.333018938,-0.139236545,-0.750157189,0.182206638,1.043886095,-0.607781254
NA,ES2041A,2021,NA,NA,764641.1069,4645386.887,NA,NA,NA,27.54848,15.775,40.56666667,10.95833333,0.1911,41.9161,308,1.253187842,0.390180239,-0.070865576,-0.657312586,0.338140351,1.043886095,-0.328000718
NA,ES2064A,2021,NA,NA,674280.3262,4614055.295,NA,NA,NA,27.54848,15.43333333,37.575,10.49166667,-0.9068,41.6592,208,0.883089022,0.266048893,-0.381642706,-0.750157189,0.182206638,1.043886095,-0.607781254
